fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2024-25,Odisha,Malkangiri,Malkangiri,364.0,Maize,Kharif,639.36,919.45,1438.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kalahandi,Kalahandi,358.0,Groundnut,Kharif,867.65,1244.78,1435.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Mayurbhanj,Mayurbhanj,365.0,Groundnut,Kharif,84.17,118.68,1410.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Deogarh,Deogarh,351.0,Rice,Summer,8.0,10.93,1366.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jajpur,Jajapur,356.0,Maize,Summer,1.0,1.35,1351.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Boudh,Boudh,349.0,Groundnut,Kharif,110.16,147.42,1338.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nayagarh,Nayagarh,367.0,Groundnut,Kharif,220.32,289.87,1316.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kalahandi,Kalahandi,358.0,Groundnut,Summer,642.1,821.42,1279.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sambalpur,Sambalpur,371.0,Groundnut,Kharif,4.95,6.24,1260.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Boudh,Boudh,349.0,Maize,Summer,4.0,4.9,1225.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Boudh,Boudh,349.0,Maize,Kharif,36.19,43.65,1206.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Groundnut,Kharif,2.48,2.76,1116.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sundargarh,Sundargarh,373.0,Groundnut,Kharif,1011.23,1124.11,1112.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Puri,Puri,369.0,Ragi,Kharif,12.57,13.92,1107.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kandhamal,Kandhamal,359.0,Groundnut,Kharif,70.55,76.83,1089.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Rayagada,Rayagada,370.0,Groundnut,Kharif,48.27,52.22,1082.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nabarangpur,Nabarangpur,366.0,Groundnut,Summer,147.02,151.17,1028.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nabarangpur,Nabarangpur,366.0,Groundnut,Kharif,21.04,20.71,984.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Koraput,Koraput,363.0,Ragi,Kharif,32404.15,31553.69,974.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Bargarh,Bargarh,347.0,Ragi,Kharif,491.56,432.12,879.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Malkangiri,Malkangiri,364.0,Ragi,Kharif,5021.23,4370.43,870.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sambalpur,Sambalpur,371.0,Moong(Green Gram),Summer,1349.01,1150.42,853.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nabarangpur,Nabarangpur,366.0,Ragi,Kharif,877.52,660.36,753.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sonepur,Sonepur,372.0,Ragi,Kharif,22.63,16.9,747.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nabarangpur,Nabarangpur,366.0,Moong(Green Gram),Summer,425.0,301.25,709.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Mayurbhanj,Mayurbhanj,365.0,Ragi,Kharif,428.7,299.42,698.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Rayagada,Rayagada,370.0,Ragi,Kharif,9128.48,6375.67,698.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sambalpur,Sambalpur,371.0,Rapeseed and Mustard,Rabi,1373.17,908.19,661.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kandhamal,Kandhamal,359.0,Ragi,Kharif,522.99,338.5,647.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kalahandi,Kalahandi,358.0,Moong(Green Gram),Summer,17412.07,11123.61,639.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Keonjhar,Kendujhar,361.0,Moong(Green Gram),Summer,1305.01,823.26,631.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jharsuguda,Jharsuguda,357.0,Ragi,Kharif,551.91,347.62,630.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nayagarh,Nayagarh,367.0,Ragi,Kharif,1054.78,659.26,625.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Dhenkanal,Dhenkanal,352.0,Moong(Green Gram),Summer,4626.02,2825.81,611.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Keonjhar,Kendujhar,361.0,Ragi,Kharif,267.78,152.88,571.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Balangir,Balangir,345.0,Ragi,Kharif,177.26,99.66,562.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Mayurbhanj,Mayurbhanj,365.0,Moong(Green Gram),Summer,1635.01,899.03,550.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Sesamum,Summer,16.0,8.76,548.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Bhadrak,Bhadrak,348.0,Rapeseed and Mustard,Rabi,78.01,42.63,546.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Gajapati,Gajapati,353.0,Ragi,Kharif,130.75,70.98,543.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Puri,Puri,369.0,Moong(Green Gram),Summer,16172.07,8730.79,540.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jharsuguda,Jharsuguda,357.0,Moong(Green Gram),Summer,1669.01,894.37,536.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Khordha,Khordha,362.0,Ragi,Kharif,12.57,6.61,526.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Dhenkanal,Dhenkanal,352.0,Ragi,Kharif,13.83,7.2,521.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Khordha,Khordha,362.0,Moong(Green Gram),Summer,13134.06,6814.92,519.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Moong(Green Gram),Summer,35530.15,18115.97,510.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sundargarh,Sundargarh,373.0,Rapeseed and Mustard,Rabi,2433.29,1232.54,507.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sundargarh,Sundargarh,373.0,Ragi,Kharif,208.69,104.43,500.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Malkangiri,Malkangiri,364.0,Moong(Green Gram),Summer,70.0,33.66,481.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kendrapara,Kendrapara,360.0,Moong(Green Gram),Summer,33789.14,15978.38,473.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Cuttack,Cuttack,350.0,Moong(Green Gram),Summer,20635.09,9696.13,470.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sundargarh,Sundargarh,373.0,Moong(Green Gram),Summer,1334.01,626.83,470.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kalahandi,Kalahandi,358.0,Ragi,Kharif,1523.72,685.93,450.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Mayurbhanj,Mayurbhanj,365.0,Sesamum,Kharif,13.35,6.01,450.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Balasore,Balasore,346.0,Ragi,Kharif,77.95,34.03,437.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jajpur,Jajapur,356.0,Moong(Green Gram),Summer,7200.03,3116.85,433.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nayagarh,Nayagarh,367.0,Moong(Green Gram),Summer,47948.2,20420.96,426.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Koraput,Koraput,363.0,Moong(Green Gram),Summer,123.0,52.02,423.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Deogarh,Deogarh,351.0,Ragi,Kharif,25.14,10.61,422.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rapeseed and Mustard,Rabi,805.1,339.44,422.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Bhadrak,Bhadrak,348.0,Moong(Green Gram),Summer,2182.01,916.22,420.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Keonjhar,Kendujhar,361.0,Rapeseed and Mustard,Rabi,1677.2,695.39,415.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Khordha,Khordha,362.0,Sesamum,Summer,241.94,100.07,414.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sambalpur,Sambalpur,371.0,Ragi,Kharif,103.09,41.83,406.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Khordha,Khordha,362.0,Sesamum,Kharif,3.64,1.48,406.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Angul,Anugul,344.0,Moong(Green Gram),Summer,1309.01,524.78,401.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sonepur,Sonepur,372.0,Moong(Green Gram),Summer,2764.01,1108.1,401.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Keonjhar,Kendujhar,361.0,Sesamum,Summer,20.0,7.85,393.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sambalpur,Sambalpur,371.0,Sesamum,Kharif,678.39,266.12,392.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Balasore,Balasore,346.0,Moong(Green Gram),Summer,2419.01,945.6,391.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kendrapara,Kendrapara,360.0,Ragi,Kharif,1.26,0.48,384.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Boudh,Boudh,349.0,Ragi,Kharif,31.43,11.93,380.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Bargarh,Bargarh,347.0,Moong(Green Gram),Summer,4248.02,1579.88,372.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Puri,Puri,369.0,Sesamum,Summer,156.96,58.32,372.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Balangir,Balangir,345.0,Moong(Green Gram),Summer,9849.04,3564.49,362.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Cuttack,Cuttack,350.0,Sesamum,Summer,140.96,50.26,357.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Dhenkanal,Dhenkanal,352.0,Sesamum,Kharif,542.47,185.61,342.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kendrapara,Kendrapara,360.0,Sesamum,Summer,18.0,6.13,341.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Dhenkanal,Dhenkanal,352.0,Sesamum,Summer,115.97,38.68,333.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rapeseed and Mustard,Rabi,42.01,13.93,332.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Mayurbhanj,Mayurbhanj,365.0,Sesamum,Summer,260.93,85.71,328.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Balasore,Balasore,346.0,Sesamum,Summer,781.81,253.68,324.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Boudh,Boudh,349.0,Moong(Green Gram),Summer,2855.01,913.38,320.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Deogarh,Deogarh,351.0,Moong(Green Gram),Summer,262.0,83.82,320.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Bhadrak,Bhadrak,348.0,Sesamum,Summer,59.99,19.22,320.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nuapada,Nuapada,368.0,Sesamum,Summer,5.0,1.59,318.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sundargarh,Sundargarh,373.0,Sesamum,Kharif,584.95,186.05,318.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kalahandi,Kalahandi,358.0,Rapeseed and Mustard,Rabi,438.05,136.98,313.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Rayagada,Rayagada,370.0,Sesamum,Summer,248.94,77.54,311.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Balasore,Balasore,346.0,Rapeseed and Mustard,Rabi,780.09,241.61,310.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kendrapara,Kendrapara,360.0,Rapeseed and Mustard,Rabi,64.01,19.57,306.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Malkangiri,Malkangiri,364.0,Sesamum,Kharif,5480.56,1653.36,302.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nuapada,Nuapada,368.0,Moong(Green Gram),Summer,3664.02,1054.98,288.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sambalpur,Sambalpur,371.0,Sesamum,Summer,2.0,0.57,286.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jharsuguda,Jharsuguda,357.0,Sesamum,Kharif,957.52,273.17,285.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kandhamal,Kandhamal,359.0,Rapeseed and Mustard,Rabi,831.1,231.66,279.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jharsuguda,Jharsuguda,357.0,Rapeseed and Mustard,Rabi,2024.24,542.0,268.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Deogarh,Deogarh,351.0,Sesamum,Summer,13.0,3.49,268.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Bargarh,Bargarh,347.0,Rapeseed and Mustard,Rabi,1464.18,386.18,264.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nayagarh,Nayagarh,367.0,Sesamum,Summer,129.97,33.71,259.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jharsuguda,Jharsuguda,357.0,Sesamum,Summer,4.0,1.03,257.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Puri,Puri,369.0,Rapeseed and Mustard,Rabi,8.0,2.05,256.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kalahandi,Kalahandi,358.0,Sesamum,Kharif,29.13,7.47,256.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Dhenkanal,Dhenkanal,352.0,Rapeseed and Mustard,Rabi,284.03,72.36,255.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Rayagada,Rayagada,370.0,Sesamum,Kharif,900.48,229.13,254.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Gajapati,Gajapati,353.0,Sesamum,Summer,3294.18,824.77,250.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Cuttack,Cuttack,350.0,Rapeseed and Mustard,Rabi,136.02,33.29,245.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Jajpur,Jajapur,356.0,Rapeseed and Mustard,Rabi,593.07,143.98,243.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Deogarh,Deogarh,351.0,Rapeseed and Mustard,Rabi,629.08,151.47,241.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Bargarh,Bargarh,347.0,Sesamum,Summer,16.0,3.83,239.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kandhamal,Kandhamal,359.0,Sesamum,Kharif,4.85,1.16,239.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sundargarh,Sundargarh,373.0,Sesamum,Summer,118.97,28.36,238.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nayagarh,Nayagarh,367.0,Sesamum,Kharif,74.03,17.41,235.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Angul,Anugul,344.0,Sesamum,Summer,153.96,35.93,233.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sonepur,Sonepur,372.0,Rapeseed and Mustard,Rabi,6.0,1.39,232.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Deogarh,Deogarh,351.0,Sesamum,Kharif,206.31,46.93,227.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Ganjam,Ganjam,354.0,Sesamum,Summer,10162.47,2279.79,224.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sonepur,Sonepur,372.0,Sesamum,Kharif,10.92,2.4,220.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Rayagada,Rayagada,370.0,Rapeseed and Mustard,Rabi,419.05,88.34,211.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Angul,Anugul,344.0,Rapeseed and Mustard,Rabi,306.04,62.07,203.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Kandhamal,Kandhamal,359.0,Moong(Green Gram),Summer,2.0,0.4,198.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nayagarh,Nayagarh,367.0,Rapeseed and Mustard,Rabi,433.05,83.07,192.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Angul,Anugul,344.0,Sesamum,Kharif,74.03,13.77,186.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Boudh,Boudh,349.0,Sesamum,Kharif,13.35,2.46,184.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Keonjhar,Kendujhar,361.0,Sesamum,Kharif,165.05,28.47,173.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Nuapada,Nuapada,368.0,Rapeseed and Mustard,Rabi,692.08,118.93,172.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Boudh,Boudh,349.0,Rapeseed and Mustard,Rabi,51.01,8.66,170.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Balangir,Balangir,345.0,Sesamum,Summer,48.99,7.36,150.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Koraput,Koraput,363.0,Rapeseed and Mustard,Rabi,5.0,0.72,145.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Sonepur,Sonepur,372.0,Sesamum,Summer,39.99,5.61,140.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2024-25,Odisha,Khordha,Khordha,362.0,Rapeseed and Mustard,Rabi,19.0,2.34,123.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
